N° do imóvel,UF,Cidade,Bairro,Endereço,Preço,Valor de avaliação,Desconto,Financiamento,Descrição,Modalidade de venda,Link de acesso
8444429269391,RS,VIAMAO,ELSA,"RUA TOM JOBIM, N. 97, Apto 04,","79.915,69","140.000,00",42.92,Sim,"Apartamento, 81.16 de área total, 48.11 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444429269391
1444416442474,RS,VIAMAO,QUERENCIA,"RUA CANTEGRIL, N. SN, UNI HAB 13L","62.804,70","108.000,00",41.85,Sim,"Terreno, 0.00 de área total, 0.00 de área privativa, 117996.33 de área do terreno.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444416442474
1444406709931,RS,VIAMAO,SANTA ISABEL,"AVENIDA LIBERDADE, N. 3500, SETOR SOL","241.701,44","410.000,00",41.05,Sim,"Terreno, 0.00 de área total, 0.00 de área privativa, 1047.07 de área do terreno.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444406709931
1159120080399,RS,VIAMAO,TARUMA,"RUA TELMO GODOY PINTO, N. 837,","593.339,60","980.000,00",39.46,Sim,"Casa, 265.28 de área total, 199.54 de área privativa, 1000.37 de área do terreno,  4 qto(s), a.serv, WC, WC Emp, 2 sala(s), cozinha, 1 vaga(s) de garagem.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1159120080399
1444401858033,RS,VIAMAO,QUERENCIA,"AV SENADOR SALGADO FILHO, N. 8450, UA  AC9 QD AC","686.924,21","1.125.000,00",38.95,Não,"Casa, 0.00 de área total, 280.00 de área privativa, 330.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444401858033
1444406664008,RS,VIAMAO,SANTA ISABEL,"AVENIDA LIBERDADE, N. 3500, ECO20 SETOR ÁGUA","133.878,34","212.700,00",37.06,Sim,"Terreno, 0.00 de área total, 0.00 de área privativa, 1037.50 de área do terreno.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444406664008
8444425900755,RS,VIAMAO,PASSO DA FIGUEIRA,"RUA TOM JOBIM, N. 269, CS 01","180.000,00","180.000,00",0.00,Não,"Casa, 48.30 de área total, 48.30 de área privativa, 150.67 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425900755
8787708845790,RS,VIAMAO,CECILIA,"RODOVIA TAPIR ROCHA(ANTIGAAV SENADOR SALGADO FILHO, N. 1820, Apto 402, BL 36 PAV 04","170.000,00","170.000,00",0.00,Não,"Apartamento, 64.09 de área total, 40.82 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708845790
8787709632022,RS,VIAMAO,CECILIA,"RODOVIA TAPIR ROCHA, N. 1820, Apto 202, BL 15, BOX N 155","215.761,66","215.761,66",0.00,Não,"Apartamento, 0.00 de área total, 40.82 de área privativa, 0.00 de área do terreno.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709632022
8787702476114,RS,VIAMAO,SANTA ISABEL,"RUA PARANA, N. 226, Apto 402, 3 ANDAR","198.000,00","198.000,00",0.00,Não,"Apartamento, 104.95 de área total, 44.84 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702476114
1444412653896,RS,VIAMAO,SAO TOME,"RUA PADRE REUS, N. 50, UNIDADE 12 QD 06","201.822,27","200.000,00",0.00,Não,"Casa, 0.00 de área total, 48.00 de área privativa, 303.55 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444412653896
1444414757168,RS,VIAMAO,TARUMA,"AVENIDA DAS AZALEIAS, N. 161, LT 05, QD 12,","479.916,66","470.000,00",0.00,Não,"Casa, 183.96 de área total, 66.12 de área privativa, 480.00 de área do terreno.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444414757168
8444435175514,RS,VIAMAO,CENTRO,"RUA VALTER DE AZEREDO, N. 200, Apto 505, BOX","219.474,72","200.000,00",0.00,Não,"Apartamento, 69.07 de área total, 51.69 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444435175514
